CNPJ;Ano;Trimestre;ValorDespesas
409286;2024;4T2024;3090402.16
409405;2024;2T2024;14518927.790000001
409405;2024;3T2024;20204357.55
409405;2024;4T2024;24288651.51
409413;2024;2T2024;36273951.28
409413;2024;3T2024;49686470.800000004
409413;2024;4T2024;63671088.0
409634;2024;2T2024;21244688.490000002
409634;2024;3T2024;32612214.37
409634;2024;4T2024;41502633.769999996
409791;2024;2T2024;12955236.690000001
409791;2024;3T2024;19137074.08
409791;2024;4T2024;25380246.47
410071;2024;4T2024;148343.9
410110;2024;2T2024;73162457.26
410110;2024;3T2024;106980841.53
410110;2024;4T2024;136612035.32
410128;2024;2T2024;109011387.16
410128;2024;3T2024;164562100.13
410128;2024;4T2024;217510822.66
410292;2024;2T2024;193579467.96
410292;2024;3T2024;281856801.07
410292;2024;4T2024;366108807.88
410608;2024;2T2024;41562903.51
410608;2024;3T2024;59588615.81
410608;2024;4T2024;78301989.34
410624;2024;2T2024;34105569.22
410624;2024;3T2024;50983540.09
410624;2024;4T2024;65138533.44
410888;2024;2T2024;98294756.45
410888;2024;3T2024;118977225.66
410888;2024;4T2024;146008083.6
411248;2024;2T2024;14112840.67
411248;2024;3T2024;20751861.72
411248;2024;4T2024;28392901.369999997
411256;2024;2T2024;1079726912.04
411256;2024;3T2024;1644568133.1299999
411256;2024;4T2024;2218553636.37
411582;2024;2T2024;156663315.69
411582;2024;3T2024;234902159.17
411582;2024;4T2024;309480450.03999996
411752;2024;2T2024;802103403.22
411752;2024;3T2024;1045364208.79
411752;2024;4T2024;1291939404.66
411809;2024;2T2024;35840721.0
411809;2024;3T2024;56599112.11
411809;2024;4T2024;76254306.49
411868;2024;2T2024;12281578.56
411868;2024;3T2024;19139585.76
411868;2024;4T2024;28178454.76
412015;2024;2T2024;10614300.86
412015;2024;3T2024;15766297.21
412015;2024;4T2024;20351726.740000002
412040;2024;4T2024;5345982.7
412058;2024;2T2024;91497233.36
412058;2024;3T2024;138310725.72
412058;2024;4T2024;179210952.07999998
412228;2024;2T2024;896507.47
412252;2024;2T2024;66918077.28
412252;2024;3T2024;100182835.63
412252;2024;4T2024;130874436.77000001
412295;2024;2T2024;143548243.15
412295;2024;3T2024;211693085.28
412295;2024;4T2024;288112971.98
412635;2024;2T2024;95874890.94
412635;2024;3T2024;136018304.37
412635;2024;4T2024;172552564.01
412759;2024;2T2024;106117494.57000001
412759;2024;3T2024;151094717.9
412759;2024;4T2024;175590368.04
412996;2024;2T2024;25577821.91
412996;2024;3T2024;36122974.23
412996;2024;4T2024;48395152.98
413160;2024;2T2024;123145571.92
413160;2024;3T2024;189263365.91
413160;2024;4T2024;248338628.9
413194;2024;3T2024;104891036.52
413194;2024;4T2024;119166612.03
413267;2024;2T2024;2002380.3499999999
413267;2024;3T2024;3739101.98
413267;2024;4T2024;6812239.49
413283;2024;2T2024;9325725.370000001
413283;2024;3T2024;14043446.32
413283;2024;4T2024;19171580.19
413330;2024;2T2024;101639266.69
413330;2024;3T2024;151037492.27
413330;2024;4T2024;202210625.09
413348;2024;4T2024;2290590.05
413372;2024;2T2024;63566779.59
413372;2024;3T2024;90790610.17
413372;2024;4T2024;114552037.36
413429;2024;2T2024;44214966.14
413429;2024;3T2024;66582572.800000004
413429;2024;4T2024;88493577.77
413518;2024;2T2024;47040907.56
413518;2024;3T2024;71695588.74
413518;2024;4T2024;100325255.55
413534;2024;2T2024;2323277027.1
413534;2024;3T2024;3364082675.14
413534;2024;4T2024;4503585161.06
413551;2024;3T2024;1213736.46
413721;2024;2T2024;76735641.58
413721;2024;3T2024;112780573.66
413721;2024;4T2024;150865530.04999998
413747;2024;2T2024;10915030.24
413747;2024;3T2024;16550724.93
413747;2024;4T2024;22113193.63
413941;2024;4T2024;13521477.83
414026;2024;2T2024;15532225.48
414026;2024;3T2024;25509275.81
414026;2024;4T2024;34983351.82
414212;2024;2T2024;80995829.05
414212;2024;3T2024;115214886.03
414212;2024;4T2024;149032760.95
414310;2024;2T2024;365462294.36
414310;2024;3T2024;536472818.3
414310;2024;4T2024;686116011.92
414352;2024;2T2024;327197962.01
414352;2024;3T2024;488217638.89
414352;2024;4T2024;647836991.29
414387;2024;2T2024;13542845.86
414387;2024;3T2024;21135654.46
414387;2024;4T2024;28625247.880000003
414425;2024;4T2024;20925.0
414492;2024;2T2024;565306127.7
414492;2024;3T2024;827226995.29
414492;2024;4T2024;1062030010.95
414557;2024;4T2024;7526295.4
414573;2024;2T2024;178866416.51
414573;2024;3T2024;261721525.99
414573;2024;4T2024;345069124.87
414581;2024;2T2024;405401225.58
414581;2024;3T2024;606184710.55
414581;2024;4T2024;829006370.64
414654;2024;2T2024;12065492.51
414654;2024;3T2024;19286455.88
414654;2024;4T2024;27765722.41
414662;2024;2T2024;2935043.92
414662;2024;3T2024;8114222.5600000005
414662;2024;4T2024;27029921.12
414689;2024;2T2024;13395407.07
414689;2024;3T2024;11822394.56
414689;2024;4T2024;9312620.17
414701;2024;2T2024;19107303.86
414701;2024;3T2024;28552509.470000003
414701;2024;4T2024;38594744.34
414905;2024;2T2024;147899828.49
414905;2024;3T2024;217893898.77
414905;2024;4T2024;258610874.18
414921;2024;4T2024;5434266.13
414930;2024;2T2024;229155039.67000002
414930;2024;3T2024;341045720.23
414930;2024;4T2024;462131404.21
414981;2024;4T2024;159779.22
415014;2024;2T2024;245690621.42
415014;2024;3T2024;356361863.65
415014;2024;4T2024;473973250.27
415057;2024;4T2024;132000.0
415065;2024;2T2024;88847922.42
415065;2024;3T2024;143693056.13
415065;2024;4T2024;172149240.26999998
415081;2024;2T2024;20050540.51
415081;2024;3T2024;23984813.29
415081;2024;4T2024;27127479.39
415111;2024;2T2024;582061099.13
415111;2024;3T2024;865874287.03
415111;2024;4T2024;1149420618.0
415243;2024;2T2024;8706312.81
415243;2024;3T2024;14106149.58
415243;2024;4T2024;19991796.95
415260;2024;4T2024;2882251.7800000003
415626;2024;2T2024;55256210.529999994
415626;2024;3T2024;87495597.03
415626;2024;4T2024;116134218.99
415693;2024;2T2024;372184724.71
415693;2024;3T2024;569138174.81
415693;2024;4T2024;766089010.08
415774;2024;2T2024;524968217.05
415774;2024;3T2024;737417023.91
415774;2024;4T2024;952380574.23
415782;2024;4T2024;252936.75
415821;2024;4T2024;364479.64999999997
415871;2024;4T2024;115939.7
415898;2024;4T2024;3373313.46
415901;2024;2T2024;4350265.9
415901;2024;3T2024;6167170.6
415901;2024;4T2024;8236063.7700000005
415910;2024;2T2024;6553993.2299999995
415910;2024;3T2024;9597789.32
415910;2024;4T2024;12833715.52
415936;2024;2T2024;81748456.69
415936;2024;3T2024;126776778.11
415936;2024;4T2024;174701672.34
415944;2024;2T2024;454887.34
415944;2024;3T2024;608855.37
415944;2024;4T2024;750307.57
415952;2024;4T2024;273279.39999999997
415987;2024;2T2024;14249012.21
415987;2024;3T2024;21260684.0
415987;2024;4T2024;30678586.66
416177;2024;4T2024;1862352.2899999998
416193;2024;4T2024;2026332.9500000002
416371;2024;4T2024;5055907.82
416398;2024;2T2024;193341457.91
416398;2024;3T2024;284128061.15
416398;2024;4T2024;361700158.19
416401;2024;2T2024;522517303.33
416401;2024;3T2024;813214134.2
416401;2024;4T2024;1121332485.62
416410;2024;3T2024;316707.7
416410;2024;4T2024;385841.1
416428;2024;2T2024;2655992264.99
416428;2024;3T2024;3959453170.77
416428;2024;4T2024;5076971369.42
416495;2024;2T2024;169443333.77
416495;2024;3T2024;264379193.14000002
416495;2024;4T2024;351386776.54
416525;2024;2T2024;24023988.34
416525;2024;3T2024;35027053.86
416525;2024;4T2024;47503384.32
416568;2024;2T2024;482861559.34
416568;2024;3T2024;721172628.64
416568;2024;4T2024;965891743.26
416584;2024;2T2024;116950070.71000001
416584;2024;3T2024;185798849.87
416584;2024;4T2024;241938366.39000002
416657;2024;2T2024;962344.1499999999
416657;2024;3T2024;962344.1499999999
416665;2024;4T2024;1192374.4500000002
416690;2024;2T2024;190131685.38
416690;2024;3T2024;288545942.21
416690;2024;4T2024;380848721.52
416738;2024;2T2024;213777803.0
416738;2024;3T2024;325416687.63
416738;2024;4T2024;439119529.78999996
416801;2024;2T2024;232044232.64
416801;2024;3T2024;347058995.08
416801;2024;4T2024;456077779.1
416835;2024;4T2024;170932.03
416908;2024;4T2024;2418112.0
417092;2024;2T2024;4786.84
417092;2024;3T2024;4786.84
417092;2024;4T2024;4786.84
417106;2024;2T2024;7145496.02
417106;2024;3T2024;10947959.969999999
417106;2024;4T2024;13863971.010000002
417114;2024;4T2024;1642481.85
417131;2024;2T2024;6011982.87
417131;2024;3T2024;8185248.21
417131;2024;4T2024;12672543.15
417149;2024;4T2024;0.0
417173;2024;2T2024;-1255223.9
417173;2024;3T2024;-618698.74
417173;2024;4T2024;2384289.9
417211;2024;2T2024;162895902.12
417211;2024;3T2024;253058821.82
417211;2024;4T2024;343954521.09
417220;2024;2T2024;9387667.74
417220;2024;3T2024;12507588.74
417220;2024;4T2024;15421416.76
417297;2024;2T2024;273185458.58
417297;2024;3T2024;423643499.33
417297;2024;4T2024;554545125.84
417301;2024;2T2024;-15752.5
417301;2024;3T2024;-96104.56
417301;2024;4T2024;-100478.5
417424;2024;2T2024;0.0
417424;2024;3T2024;0.0
417424;2024;4T2024;0.0
417441;2024;4T2024;63923.28
417475;2024;2T2024;17449758.92
417475;2024;3T2024;28660521.47
417475;2024;4T2024;39892646.71
417491;2024;2T2024;150716.52
417491;2024;3T2024;408370.16000000003
417491;2024;4T2024;2691293.45
417505;2024;2T2024;1651032637.82
417505;2024;3T2024;2390054653.28
417505;2024;4T2024;3038019466.23
417530;2024;2T2024;793090755.5600001
417530;2024;3T2024;1198488670.8200002
417530;2024;4T2024;1595193777.78
417548;2024;2T2024;495880343.23
417548;2024;3T2024;760911359.87
417548;2024;4T2024;1042361175.31
417564;2024;4T2024;7062.35
417599;2024;2T2024;286952206.68
417599;2024;3T2024;428813120.76
417599;2024;4T2024;572990608.61
417611;2024;2T2024;0.0
417611;2024;3T2024;0.0
417611;2024;4T2024;0.0
417661;2024;2T2024;172497253.72
417661;2024;3T2024;261864008.36999997
417661;2024;4T2024;346585696.62
417718;2024;2T2024;679641.61
417718;2024;3T2024;0.0
417718;2024;4T2024;0.0
417769;2024;4T2024;0.0
417815;2024;2T2024;209167885.57
417815;2024;3T2024;309444557.52
417815;2024;4T2024;403488839.58000004
417831;2024;2T2024;8364290.09
417831;2024;3T2024;12528430.44
417831;2024;4T2024;17035032.47
417840;2024;2T2024;6241373.49
417840;2024;3T2024;9279948.24
417840;2024;4T2024;11405030.700000001
417874;2024;4T2024;1478833.39
417947;2024;2T2024;324056378.15999997
417947;2024;3T2024;478730120.02
417947;2024;4T2024;611553662.88
417955;2024;2T2024;183289664.38
417955;2024;3T2024;275217566.14
417955;2024;4T2024;378955278.1
418021;2024;2T2024;892324128.14
418021;2024;3T2024;1307610271.08
418021;2024;4T2024;1703082871.94
418030;2024;2T2024;304.89
418030;2024;3T2024;304.89
418030;2024;4T2024;304.89
418048;2024;4T2024;0.0
418072;2024;2T2024;6014535.3100000005
418072;2024;3T2024;5101213.0
418072;2024;4T2024;7083393.790000001
418129;2024;2T2024;17272362.43
418129;2024;3T2024;25779121.68
418129;2024;4T2024;35340187.68
418137;2024;2T2024;74414909.03
418137;2024;3T2024;108153610.27
418137;2024;4T2024;132381724.12
418161;2024;4T2024;0.0
418170;2024;2T2024;708277706.68
418170;2024;3T2024;1165386272.84
418170;2024;4T2024;1611819311.78
418200;2024;4T2024;5795181.930000001
418218;2024;2T2024;10713694.020000001
418218;2024;3T2024;16636163.77
418218;2024;4T2024;24517196.23
418226;2024;2T2024;13184825.94
418226;2024;3T2024;25120735.63
418226;2024;4T2024;37931966.75
418242;2024;4T2024;809415.5399999999
418285;2024;2T2024;98550176.55000001
418285;2024;3T2024;139398689.84
418285;2024;4T2024;175547691.08
418340;2024;4T2024;50308.32
418374;2024;2T2024;339400506.05
418374;2024;3T2024;490274602.4
418374;2024;4T2024;634777355.44
418447;2024;4T2024;644227.0800000001
418501;2024;2T2024;32764145.76
418501;2024;3T2024;47785164.14
418501;2024;4T2024;66139465.0
418536;2024;3T2024;0.0
418536;2024;4T2024;0.0
418552;2024;3T2024;-583669.54
418552;2024;4T2024;-1914416.77
418587;2024;2T2024;162091933.37
418587;2024;3T2024;238758178.37
418587;2024;4T2024;324152417.1
418617;2024;2T2024;84783352.52
418617;2024;3T2024;138804578.85
418617;2024;4T2024;201007547.86
418650;2024;2T2024;413873340.51
418650;2024;3T2024;601741161.53
418650;2024;4T2024;781697088.46
418731;2024;2T2024;159172650.71
418731;2024;3T2024;239596524.62
418731;2024;4T2024;330642430.28
418749;2024;2T2024;14815748.81
418749;2024;3T2024;20453618.17
418749;2024;4T2024;27238454.22
418790;2024;4T2024;3635923.2
418803;2024;2T2024;249408905.29
418803;2024;3T2024;364168993.5
418803;2024;4T2024;491597471.63
418820;2024;2T2024;156345575.51000002
418820;2024;3T2024;208033293.75
418820;2024;4T2024;261631204.70000002
418919;2024;2T2024;148946584.14000002
418919;2024;3T2024;220001239.03
418919;2024;4T2024;277792041.84
418960;2024;2T2024;6600.0
418960;2024;3T2024;19200.0
418960;2024;4T2024;62400.0
418994;2024;4T2024;6305423.05
419010;2024;2T2024;1100828614.36
419010;2024;3T2024;1663943683.13
419010;2024;4T2024;2170050747.94
419028;2024;2T2024;8790596.98
419028;2024;3T2024;12930539.48
419028;2024;4T2024;16768414.87
419052;2024;2T2024;145194785.82
419052;2024;3T2024;219387572.92
419052;2024;4T2024;297125858.78999996
419061;2024;4T2024;361820.45
419079;2024;2T2024;1304039.03
419079;2024;3T2024;1304039.03
419079;2024;4T2024;1361930.81
419133;2024;2T2024;1435548719.45
419133;2024;3T2024;2000969464.5000002
419133;2024;4T2024;2736118948.09
419141;2024;2T2024;276284543.04
419141;2024;3T2024;418146136.18
419141;2024;4T2024;544427311.74
419150;2024;2T2024;153022935.26
419150;2024;3T2024;232134866.02
419150;2024;4T2024;315897868.16
419168;2024;2T2024;8782493.05
419168;2024;3T2024;8418088.02
419168;2024;4T2024;8356552.04
419184;2024;4T2024;1903909.7
419249;2024;2T2024;1143019276.1200001
419249;2024;3T2024;1758561874.3200002
419249;2024;4T2024;2340598997.68
419257;2024;2T2024;0.0
419257;2024;3T2024;0.0
419257;2024;4T2024;0.0
419281;2024;2T2024;6382940.010000001
419281;2024;3T2024;9203281.41
419281;2024;4T2024;11642402.86
419290;2024;2T2024;146661.95
419290;2024;3T2024;322117.73
419290;2024;4T2024;471202.52
419354;2024;2T2024;13825978.48
419354;2024;3T2024;19118017.919999998
419354;2024;4T2024;24279439.169999998
419389;2024;2T2024;374697.05
419389;2024;3T2024;303972.64
419389;2024;4T2024;304357.78
419419;2024;2T2024;97351969.95
419419;2024;3T2024;145928661.52
419427;2024;2T2024;156820239.49
419427;2024;3T2024;236483252.16
419427;2024;4T2024;310255329.56
419486;2024;2T2024;176485947.48
419486;2024;3T2024;255998774.72000003
419486;2024;4T2024;322499252.81
419516;2024;2T2024;163239688.85
419516;2024;3T2024;224747342.14000002
419516;2024;4T2024;265229081.97
419524;2024;2T2024;4543844.069999999
419524;2024;3T2024;6340096.8
419524;2024;4T2024;8178750.82
419567;2024;2T2024;0.0
419567;2024;3T2024;0.0
419567;2024;4T2024;0.0
419583;2024;4T2024;4429657.74
419591;2024;2T2024;12145246.79
419591;2024;3T2024;19848592.91
419591;2024;4T2024;24613172.45
419699;2024;2T2024;101824348.73
419699;2024;3T2024;156008895.23
419699;2024;4T2024;205869104.22
419729;2024;4T2024;11606774.6
419753;2024;2T2024;28390155.36
419753;2024;3T2024;39898250.32
419753;2024;4T2024;52733321.57
419761;2024;4T2024;1.0
419818;2024;4T2024;6987836.28
419834;2024;2T2024;3457868.77
419834;2024;3T2024;3491377.06
419851;2024;2T2024;32314757.810000002
419851;2024;3T2024;45773009.42
419851;2024;4T2024;58821059.53
419907;2024;4T2024;-189383.0
419958;2024;2T2024;103081896.58000001
419958;2024;3T2024;154015153.08
419958;2024;4T2024;197942814.87
419974;2024;2T2024;18029532.35
419974;2024;3T2024;29406893.84
419974;2024;4T2024;40486740.58
419982;2024;4T2024;0.0
419991;2024;4T2024;0.0
420000;2024;2T2024;173481863.28
420000;2024;3T2024;263438819.0
420000;2024;4T2024;345097993.42
420051;2024;2T2024;7541928.4
420051;2024;3T2024;11038367.81
420051;2024;4T2024;13738281.35
420077;2024;2T2024;761713140.29
420077;2024;3T2024;1156463022.91
420077;2024;4T2024;1518091150.99
420085;2024;2T2024;53144984.39
420085;2024;3T2024;80664628.17
420085;2024;4T2024;103041144.08
420093;2024;2T2024;15542317.47
420093;2024;3T2024;19487580.03
420093;2024;4T2024;21661398.95
420107;2024;2T2024;-39886.6
420107;2024;3T2024;119453.63
420107;2024;4T2024;127158.47
420123;2024;2T2024;22105816.28
420123;2024;3T2024;31757280.8
420123;2024;4T2024;42560074.84
420158;2024;2T2024;270759967.55
420158;2024;3T2024;413845634.56
420158;2024;4T2024;533268759.09
420166;2024;2T2024;384575593.08
420166;2024;3T2024;609929344.4
420166;2024;4T2024;828960914.58
420239;2024;4T2024;1240215.0999999999
420255;2024;4T2024;0.0
420271;2024;2T2024;36603349.65
420271;2024;3T2024;54351322.41
420280;2024;4T2024;0.0
420301;2024;4T2024;0.0
420701;2024;2T2024;85152426.87
420701;2024;3T2024;132598212.97
420701;2024;4T2024;178966822.41
420778;2024;4T2024;0.0
420786;2024;2T2024;70367214.78
420786;2024;3T2024;104486524.76
420786;2024;4T2024;139401127.16
420816;2024;2T2024;6221600.35
420816;2024;3T2024;8717564.78
420816;2024;4T2024;11042348.94
420841;2024;2T2024;451136.18
420841;2024;3T2024;4207061.34
420841;2024;4T2024;4408805.48
420930;2024;2T2024;9752224.74
420930;2024;3T2024;14070419.64
420972;2024;4T2024;20698705.19
420981;2024;2T2024;19819365.87
420981;2024;3T2024;30436105.98
420981;2024;4T2024;39021605.44
420999;2024;4T2024;0.0
421006;2024;2T2024;136811198.42000002
421006;2024;3T2024;203625822.56
421006;2024;4T2024;286475589.34000003
421049;2024;4T2024;8900123.5
421081;2024;4T2024;5515262.65
421120;2024;4T2024;0.0
421146;2024;2T2024;0.0
421146;2024;3T2024;0.0
421146;2024;4T2024;0.0
421154;2024;2T2024;77907466.65
421154;2024;3T2024;126483461.17999999
421154;2024;4T2024;182507101.25
421189;2024;2T2024;6890800.0600000005
421189;2024;3T2024;10374482.07
421189;2024;4T2024;13921448.35
421197;2024;2T2024;227174840.16
421197;2024;3T2024;339772507.53000003
421197;2024;4T2024;446107337.56
421286;2024;4T2024;568726.62
421324;2024;4T2024;0.0
421341;2024;2T2024;233170196.2
421341;2024;3T2024;358970155.79
421341;2024;4T2024;490143736.11
421359;2024;2T2024;46346224.21
421359;2024;3T2024;69267329.11
421359;2024;4T2024;90646668.19
421367;2024;2T2024;21596266.96
421367;2024;3T2024;27039099.990000002
421367;2024;4T2024;37348933.15
421383;2024;4T2024;863272.16
421421;2024;2T2024;631782179.1
421421;2024;3T2024;937968064.02
421421;2024;4T2024;1245222872.14
421464;2024;4T2024;427022.31
421545;2024;4T2024;295276.1
421561;2024;2T2024;1589464.1
421561;2024;3T2024;2458026.7399999998
421561;2024;4T2024;3344936.92
421618;2024;2T2024;17418329.9
421618;2024;3T2024;27140975.06
421618;2024;4T2024;33397899.959999997
421634;2024;2T2024;13826876.639999999
421634;2024;3T2024;19029708.38
421634;2024;4T2024;24749183.580000002
421707;2024;2T2024;24229501.98
421707;2024;3T2024;38477858.09
421707;2024;4T2024;53356406.53
421715;2024;2T2024;3310884995.59
421715;2024;3T2024;4922510855.16
421715;2024;4T2024;6395215018.76
421723;2024;2T2024;8752364.99
421723;2024;3T2024;12523747.23
421723;2024;4T2024;16429503.639999999
421731;2024;2T2024;101986263.14
421731;2024;3T2024;164262571.41
421731;2024;4T2024;214814138.3
421766;2024;2T2024;98594004.41000001
421766;2024;3T2024;166628081.76
421766;2024;4T2024;247997085.82
421774;2024;4T2024;0.0
421871;2024;2T2024;22240138.63
421871;2024;3T2024;34637582.22
421871;2024;4T2024;45748754.61
421928;2024;2T2024;790642831.02
421928;2024;3T2024;1176229156.74
421928;2024;4T2024;1596512490.4599998
421944;2024;2T2024;169202020.44
421944;2024;3T2024;241220408.51000002
421944;2024;4T2024;308021271.8
421952;2024;4T2024;1029377.1000000001
422029;2024;2T2024;525826033.40999997
422029;2024;3T2024;816178165.09
422029;2024;4T2024;1127405995.69
422045;2024;4T2024;10000.0
422053;2024;2T2024;85730004.4
422053;2024;3T2024;122672648.80000001
422053;2024;4T2024;158275555.55
422070;2024;2T2024;181203719.56
422070;2024;3T2024;279563433.42
422070;2024;4T2024;378518881.56
422088;2024;2T2024;7124976.95
422088;2024;3T2024;16472233.32
422088;2024;4T2024;21670231.07
422126;2024;2T2024;53385.21
422126;2024;3T2024;85704.99
422126;2024;4T2024;29553.34
422134;2024;2T2024;27446435.32
422134;2024;3T2024;40707974.68
422134;2024;4T2024;47499320.97
422151;2024;2T2024;30800495.939999998
422151;2024;3T2024;53368260.129999995
422151;2024;4T2024;75184240.03
422304;2024;2T2024;18604027.77
422304;2024;3T2024;23001813.94
422304;2024;4T2024;29656989.75
422321;2024;2T2024;133377749.38
422321;2024;3T2024;212126455.64
422321;2024;4T2024;287841389.53
422339;2024;2T2024;565467580.1
422339;2024;3T2024;904363203.11
422339;2024;4T2024;1302577690.1
422355;2024;4T2024;4853754.12
422371;2024;2T2024;17673413.54
422371;2024;3T2024;32614464.09
422371;2024;4T2024;53029117.010000005
422380;2024;2T2024;78990712.61
422380;2024;3T2024;128779910.42
422398;2024;2T2024;263219786.14000002
422398;2024;3T2024;400911822.74
422398;2024;4T2024;531955209.79
422401;2024;2T2024;0.0
422401;2024;3T2024;0.0
422401;2024;4T2024;0.0
422479;2024;2T2024;1240225.43
422479;2024;3T2024;2175149.76
422479;2024;4T2024;2192920.68
422487;2024;2T2024;8120262.76
422487;2024;3T2024;17272606.97
422487;2024;4T2024;29488959.95
422533;2024;4T2024;2043357.3399999999
422576;2024;2T2024;0.0
422576;2024;3T2024;0.0
422576;2024;4T2024;0.0
422584;2024;2T2024;35778475.27
422584;2024;3T2024;51514771.47
422584;2024;4T2024;68835950.45
422592;2024;2T2024;5710.12
422592;2024;3T2024;-10023.07
422592;2024;4T2024;28903.93
422606;2024;2T2024;272812406.40999997
422622;2024;4T2024;916623.3300000001
422631;2024;2T2024;3732327497.12
422631;2024;3T2024;5455647515.75
422631;2024;4T2024;6332092368.26
422665;2024;2T2024;5215705.24
422673;2024;4T2024;1309030.27
422681;2024;2T2024;152660626.59
422681;2024;3T2024;267775276.53
422681;2024;4T2024;399596689.41
422703;2024;4T2024;1502551.35
422720;2024;2T2024;15256414.61
422720;2024;3T2024;32682919.29
422746;2024;3T2024;531503.8
422746;2024;4T2024;1723628.05
422754;2024;2T2024;29103465.65
422754;2024;3T2024;30813829.57
422754;2024;4T2024;29450536.26
422762;2024;2T2024;31186150.19
422762;2024;3T2024;50798705.38
422762;2024;4T2024;70275086.38
422771;2024;2T2024;257028053.81
422771;2024;3T2024;359993338.56
422771;2024;4T2024;468347219.0
422827;2024;2T2024;55815221.12
422827;2024;3T2024;99415020.04
422827;2024;4T2024;165668166.22
422835;2024;2T2024;50515273.33
422835;2024;3T2024;71375261.94
422835;2024;4T2024;90680071.0
422851;2024;4T2024;1124511.13
422878;2024;4T2024;0.0
422924;2024;4T2024;1115999.0
422941;2024;4T2024;0.0
422959;2024;2T2024;8843630.93
422959;2024;3T2024;16262034.51
422959;2024;4T2024;23663088.8
422975;2024;4T2024;6200219.83
422991;2024;2T2024;0.0
422991;2024;3T2024;0.0
422991;2024;4T2024;0.0
423017;2024;2T2024;0.0
423017;2024;3T2024;0.0
423050;2024;4T2024;1793274.75
423122;2024;4T2024;0.0
423157;2024;2T2024;24013.969999999998
423157;2024;3T2024;8822.08
423157;2024;4T2024;1976.62
423173;2024;2T2024;309421059.19
423173;2024;3T2024;566797035.16
423173;2024;4T2024;1014828529.5300001
423181;2024;2T2024;2876112.1799999997
423181;2024;3T2024;4869641.2
423181;2024;4T2024;6326447.28
423203;2024;2T2024;3717274.15
423203;2024;3T2024;23868595.330000002
423203;2024;4T2024;30420027.31
423220;2024;4T2024;0.0
423262;2024;2T2024;7097725.720000001
423262;2024;3T2024;9198332.4
423262;2024;4T2024;9869811.299999999
423319;2024;2T2024;102586613.67
423319;2024;3T2024;144207816.96
423319;2024;4T2024;217983085.6
423335;2024;2T2024;21971582.200000003
423335;2024;3T2024;54498118.32
423335;2024;4T2024;95641220.74
423351;2024;4T2024;124178848.21
423408;2024;2T2024;5102953.71
423408;2024;3T2024;7442559.25
423408;2024;4T2024;9301918.530000001
423432;2024;2T2024;1396425.36
423432;2024;3T2024;2506748.22
423432;2024;4T2024;5624948.92
423441;2024;2T2024;2436767.0300000003
423483;2024;2T2024;294020.60000000003
423483;2024;3T2024;533317.71
423483;2024;4T2024;842257.32
423491;2024;4T2024;0.0
423564;2024;2T2024;122793.62
423564;2024;3T2024;493983.69
423564;2024;4T2024;1512317.31
423581;2024;2T2024;0.0
423581;2024;3T2024;0.0
423629;2024;2T2024;5866068.9
423629;2024;3T2024;17241705.45
423629;2024;4T2024;36158312.84
423645;2024;4T2024;0.0
423661;2024;4T2024;54165438.08
423670;2024;4T2024;0.0
423700;2024;2T2024;15550.95
423700;2024;3T2024;0.0
423700;2024;4T2024;31900.32
423718;2024;2T2024;3646762.77
423718;2024;3T2024;15347133.780000001
423726;2024;4T2024;232060.6
423742;2024;4T2024;0.0
423815;2024;4T2024;5968.349999999999
423858;2024;2T2024;0.0
423858;2024;3T2024;0.0
423858;2024;4T2024;0.0
423874;2024;4T2024;238333.86000000002
423882;2024;3T2024;11.0
423921;2024;3T2024;11.0
423947;2024;4T2024;0.0
424013;2024;3T2024;0.0
424013;2024;4T2024;0.0
424030;2024;4T2024;572793.6799999999
424048;2024;3T2024;53274.96
424048;2024;4T2024;1179389.58
424064;2024;4T2024;523309.35
424129;2024;4T2024;0.0
424145;2024;2T2024;0.0
424145;2024;3T2024;0.0
424145;2024;4T2024;0.0
424161;2024;4T2024;0.0
424170;2024;4T2024;768601.29
